Level,Description,SeriesRefSNDQ,Quarter,Weight, Amount 
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1989Q3,0.0190756,353.064
Industry groups,Printing,SG01RSC04B01CC4,1989Q3,0.0071954,200.988
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1989Q3,0.0377425,788.43
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1989Q3,0.0055041,152.638
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1989Q3,0.0195566,560.769
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1989Q3,0.0239928,866.91
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1989Q3,0.0049279,162.309
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1989Q3,0.0311955,1144.693
Industry groups,Construction,SG01RSC04B01EE1,1989Q3,0.0476383,1605.081
Industry groups,Wholesale trade,SG01RSC04B01FF1,1989Q3,0.0522401,1574.269
Industry groups,Retail trade,SG01RSC04B01GH1,1989Q3,0.0467609,1140.493
Industry groups,Accommodation services,SG01RSC04B01GH2,1989Q3,0.0154254,656.723
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1989Q3,0.0536872,1012.714
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1989Q3,0.0404773,474.148
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1989Q3,0.0472555,1370.285
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1989Q3,0.0478143,1812.311
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1989Q3,0.0728304,1832.339
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1989Q3,0.0442026,1961.046
Industry groups,Administrative and support services,SG01RSC04B01MN2,1989Q3,0.0124781,529.28
Industry groups,Local Government administration,SG01RSC04B01OO1,1989Q3,0.0072256,230.849
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1989Q3,0.0393886,1192.91
Industry groups,Education and training,SG01RSC04B01PP1,1989Q3,0.0399625,1519.956
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1989Q3,0.0408506,1338.184
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1989Q3,0.0088215,316.566
Industry groups,Other services,SG01RSC04B01RS2,1989Q3,0.0164347,461.092
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1989Q3,0.0694051,1823.313
Industry groups,Agriculture,SG01RSC04B01AA1,1989Q4,0.053386,1419.979
Industry groups,Forestry and logging,SG01RSC04B01AA2,1989Q4,0.0068865,174.271
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1989Q4,0.0074142,241.899
Industry groups,Mining,SG01RSC04B01BB1,1989Q4,0.012016,447.856
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1989Q4,0.0562192,1077.647
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1989Q4,0.0119892,288.976
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1989Q4,0.0190756,355.608
Industry groups,Printing,SG01RSC04B01CC4,1989Q4,0.0071954,202.018
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1989Q4,0.0377425,794.415
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1989Q4,0.0055041,151.073
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1989Q4,0.0195566,562.415
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1989Q4,0.0239928,860.277
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1989Q4,0.0049279,163.545
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1989Q4,0.0311955,1102.047
Industry groups,Construction,SG01RSC04B01EE1,1989Q4,0.0476383,1601.852
Industry groups,Wholesale trade,SG01RSC04B01FF1,1989Q4,0.0522401,1617.027
Industry groups,Retail trade,SG01RSC04B01GH1,1989Q4,0.0467609,1143.484
Industry groups,Accommodation services,SG01RSC04B01GH2,1989Q4,0.0154254,638.199
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1989Q4,0.0536872,1023.693
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1989Q4,0.0404773,478.286
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1989Q4,0.0472555,1370.191
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1989Q4,0.0478143,1812.381
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1989Q4,0.0728304,1837.828
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1989Q4,0.0442026,1912.419
Industry groups,Administrative and support services,SG01RSC04B01MN2,1989Q4,0.0124781,519.394
Industry groups,Local Government administration,SG01RSC04B01OO1,1989Q4,0.0072256,232.892
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1989Q4,0.0393886,1178.915
Industry groups,Education and training,SG01RSC04B01PP1,1989Q4,0.0399625,1531.403
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1989Q4,0.0408506,1352.479
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1989Q4,0.0088215,303.92
Industry groups,Other services,SG01RSC04B01RS2,1989Q4,0.0164347,449.636
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1989Q4,0.0694051,1834.977
Industry groups,Agriculture,SG01RSC04B01AA1,1990Q1,0.053386,1478.851
Industry groups,Forestry and logging,SG01RSC04B01AA2,1990Q1,0.0068865,181.002
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1990Q1,0.0074142,244.33
Industry groups,Mining,SG01RSC04B01BB1,1990Q1,0.012016,471.43
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1990Q1,0.0562192,1039.44
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1990Q1,0.0119892,271.323
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1990Q1,0.0190756,365.14
Industry groups,Printing,SG01RSC04B01CC4,1990Q1,0.0071954,205.673
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1990Q1,0.0377425,801.094
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1990Q1,0.0055041,154.969
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1990Q1,0.0195566,550.502
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1990Q1,0.0239928,813.256
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1990Q1,0.0049279,163.297
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1990Q1,0.0311955,1157.798
Industry groups,Construction,SG01RSC04B01EE1,1990Q1,0.0476383,1491.85
Industry groups,Wholesale trade,SG01RSC04B01FF1,1990Q1,0.0522401,1638.633
Industry groups,Retail trade,SG01RSC04B01GH1,1990Q1,0.0467609,1151.259
Industry groups,Accommodation services,SG01RSC04B01GH2,1990Q1,0.0154254,631.828
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1990Q1,0.0536872,1011.835
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1990Q1,0.0404773,481.204
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1990Q1,0.0472555,1352.866
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1990Q1,0.0478143,1810.821
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1990Q1,0.0728304,1857.497
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1990Q1,0.0442026,1908.501
Industry groups,Administrative and support services,SG01RSC04B01MN2,1990Q1,0.0124781,517.323
Industry groups,Local Government administration,SG01RSC04B01OO1,1990Q1,0.0072256,232.505
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1990Q1,0.0393886,1196.943
Industry groups,Education and training,SG01RSC04B01PP1,1990Q1,0.0399625,1541.786
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1990Q1,0.0408506,1363.235
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1990Q1,0.0088215,317.164
Industry groups,Other services,SG01RSC04B01RS2,1990Q1,0.0164347,468.706
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1990Q1,0.0694051,1859.144
Industry groups,Agriculture,SG01RSC04B01AA1,1990Q2,0.0450743,1618.071
Industry groups,Forestry and logging,SG01RSC04B01AA2,1990Q2,0.007857,188.607
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1990Q2,0.0069535,236.878
Industry groups,Mining,SG01RSC04B01BB1,1990Q2,0.0159853,475.083
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1990Q2,0.0572454,1071.241
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1990Q2,0.011169,247.564
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1990Q2,0.0190326,364.846
Industry groups,Printing,SG01RSC04B01CC4,1990Q2,0.0069536,201.566
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1990Q2,0.0341953,796.957
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1990Q2,0.0054755,149.836
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1990Q2,0.0177113,531.685
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1990Q2,0.0214918,784.538
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1990Q2,0.004625,163.705
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1990Q2,0.0304128,1175.615
Industry groups,Construction,SG01RSC04B01EE1,1990Q2,0.0410605,1438.991
Industry groups,Wholesale trade,SG01RSC04B01FF1,1990Q2,0.0609452,1613.308
Industry groups,Retail trade,SG01RSC04B01GH1,1990Q2,0.0472265,1148.78
Industry groups,Accommodation services,SG01RSC04B01GH2,1990Q2,0.0149725,617.719
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1990Q2,0.0516453,1019.695
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1990Q2,0.0401594,478.03
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1990Q2,0.0520924,1344.691
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1990Q2,0.0469051,1818.959
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1990Q2,0.0798668,1891.575
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1990Q2,0.0434083,1843.277
Industry groups,Administrative and support services,SG01RSC04B01MN2,1990Q2,0.0121314,502.651
Industry groups,Local Government administration,SG01RSC04B01OO1,1990Q2,0.0076525,230.363
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1990Q2,0.0399616,1199.25
Industry groups,Education and training,SG01RSC04B01PP1,1990Q2,0.0396665,1551.394
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1990Q2,0.0410972,1350.755
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1990Q2,0.0091659,313.446
Industry groups,Other services,SG01RSC04B01RS2,1990Q2,0.0164699,450.737
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1990Q2,0.0713906,1862.569
Industry groups,Agriculture,SG01RSC04B01AA1,1990Q3,0.0450743,1686.843
Industry groups,Forestry and logging,SG01RSC04B01AA2,1990Q3,0.007857,191.465
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1990Q3,0.0069535,257.411
Industry groups,Mining,SG01RSC04B01BB1,1990Q3,0.0159853,579.47
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1990Q3,0.0572454,1116.434
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1990Q3,0.011169,243.106
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1990Q3,0.0190326,361.607
Industry groups,Printing,SG01RSC04B01CC4,1990Q3,0.0069536,203.567
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1990Q3,0.0341953,785.143
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1990Q3,0.0054755,157.707
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1990Q3,0.0177113,499.245
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1990Q3,0.0214918,756.508
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1990Q3,0.004625,157.451
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1990Q3,0.0304128,1205.8
Industry groups,Construction,SG01RSC04B01EE1,1990Q3,0.0410605,1324.739
Industry groups,Wholesale trade,SG01RSC04B01FF1,1990Q3,0.0609452,1644.015
Industry groups,Retail trade,SG01RSC04B01GH1,1990Q3,0.0472265,1143.459
Industry groups,Accommodation services,SG01RSC04B01GH2,1990Q3,0.0149725,608.13
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1990Q3,0.0516453,1026.121
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1990Q3,0.0401594,482.216
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1990Q3,0.0520924,1363.098
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1990Q3,0.0469051,1783.347
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1990Q3,0.0798668,1921.087
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1990Q3,0.0434083,1889.292
Industry groups,Administrative and support services,SG01RSC04B01MN2,1990Q3,0.0121314,504.076
Industry groups,Local Government administration,SG01RSC04B01OO1,1990Q3,0.0076525,227.405
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1990Q3,0.0399616,1196.228
Industry groups,Education and training,SG01RSC04B01PP1,1990Q3,0.0396665,1563.514
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1990Q3,0.0410972,1364.574
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1990Q3,0.0091659,313.965
Industry groups,Other services,SG01RSC04B01RS2,1990Q3,0.0164699,446.486
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1990Q3,0.0713906,1865.691
Industry groups,Agriculture,SG01RSC04B01AA1,1990Q4,0.0450743,1776.363
Industry groups,Forestry and logging,SG01RSC04B01AA2,1990Q4,0.007857,197.168
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1990Q4,0.0069535,248.619
Industry groups,Mining,SG01RSC04B01BB1,1990Q4,0.0159853,655.956
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1990Q4,0.0572454,1074.878
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1990Q4,0.011169,257.712
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1990Q4,0.0190326,359.833
Industry groups,Printing,SG01RSC04B01CC4,1990Q4,0.0069536,196.673
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1990Q4,0.0341953,806.863
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1990Q4,0.0054755,149.076
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1990Q4,0.0177113,507.39
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1990Q4,0.0214918,766.289
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1990Q4,0.004625,158.987
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1990Q4,0.0304128,1178.69
Industry groups,Construction,SG01RSC04B01EE1,1990Q4,0.0410605,1342.573
Industry groups,Wholesale trade,SG01RSC04B01FF1,1990Q4,0.0609452,1629.308
Industry groups,Retail trade,SG01RSC04B01GH1,1990Q4,0.0472265,1160.716
Industry groups,Accommodation services,SG01RSC04B01GH2,1990Q4,0.0149725,615.262
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1990Q4,0.0516453,998.288
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1990Q4,0.0401594,478.951
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1990Q4,0.0520924,1378.69
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1990Q4,0.0469051,1755.567
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1990Q4,0.0798668,1945.491
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1990Q4,0.0434083,1873.138
Industry groups,Administrative and support services,SG01RSC04B01MN2,1990Q4,0.0121314,502.327
Industry groups,Local Government administration,SG01RSC04B01OO1,1990Q4,0.0076525,222.518
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1990Q4,0.0399616,1223.959
Industry groups,Education and training,SG01RSC04B01PP1,1990Q4,0.0396665,1578.613
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1990Q4,0.0410972,1394.555
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1990Q4,0.0091659,304.089
Industry groups,Other services,SG01RSC04B01RS2,1990Q4,0.0164699,454.474
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1990Q4,0.0713906,1862.103
Industry groups,Agriculture,SG01RSC04B01AA1,1991Q1,0.0450743,1769.771
Industry groups,Forestry and logging,SG01RSC04B01AA2,1991Q1,0.007857,194.81
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1991Q1,0.0069535,240.911
Industry groups,Mining,SG01RSC04B01BB1,1991Q1,0.0159853,560.445
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1991Q1,0.0572454,1035.361
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1991Q1,0.011169,287.626
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1991Q1,0.0190326,351.614
Industry groups,Printing,SG01RSC04B01CC4,1991Q1,0.0069536,194.174
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1991Q1,0.0341953,727.736
